City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
171,zalantun,48.0,122.7167,-16.98,66,0,6.01,CN,1673916541
172,beringovskiy,63.05,179.3167,-19.64,88,100,8.98,RU,1673916542
173,carnarvon,-24.8667,113.6333,24.69,49,0,10.52,AU,1673916243
174,taltal,-25.4,-70.4833,19.25,80,9,1.76,CL,1673916380
175,saldanha,-33.0117,17.9442,16.03,88,5,1.02,ZA,1673916153
176,nisia floresta,-6.0911,-35.2086,26.21,79,100,3.03,BR,1673916543
177,sindal,57.4712,10.2031,3.85,96,100,7.91,DK,1673916544
178,shubarshi,48.5872,57.1869,-13.01,76,16,3.9,KZ,1673916544
179,itaituba,-4.2761,-55.9836,23.97,89,100,0.48,BR,1673916544
180,jatai,-17.8814,-51.7144,20.8,92,100,0.54,BR,1673916545
181,muriae,-21.1306,-42.3664,22.05,95,0,1.58,BR,1673916545
182,saint-francois,46.4154,3.9054,1.69,93,0,2.06,FR,1673916546
183,leh,34.1667,77.5833,-21.34,74,11,1.02,IN,1673916546
184,buchanan,5.8808,-10.0467,25.55,86,10,1.97,LR,1673916547
185,rawah,34.4816,41.9093,9.77,78,74,1.64,IQ,1673916547
186,mamakan,57.8161,114.0028,-38.98,100,72,0.06,RU,1673916548
187,yar-sale,66.8333,70.8333,-14.73,96,100,6.22,RU,1673916548
188,birao,10.2849,22.7882,20.34,23,98,3.67,CF,1673916549
189,islamkot,24.6997,70.177,10.67,14,4,4.45,PK,1673916550
190,berlevag,70.8578,29.0864,0.97,80,75,7.2,NO,1673916435
191,payo,-3.7508,103.6372,23.76,94,100,0.58,ID,1673916550
192,bosaso,11.2842,49.1816,22.9,75,2,0.87,SO,1673916551
193,mareeba,-17.0,145.4333,26.91,88,100,2.03,AU,1673916551
194,cockburn town,21.4612,-71.1419,21.98,56,20,0.51,TC,1673916473
195,peniche,39.3558,-9.3811,14.68,89,100,13.34,PT,1673916281
196,taoudenni,22.6783,-3.9836,18.14,22,65,5.03,ML,1673916509
197,chirilagua,13.2203,-88.1386,27.83,75,94,1.67,SV,1673916553
198,babstovo,48.1167,132.4833,-25.1,96,98,1.11,RU,1673916553
199,gazanjyk,39.2446,55.5154,-3.9,66,77,5.28,TM,1673916515
200,sistranda,63.7256,8.834,-0.02,72,100,9.14,NO,1673916554
201,steinau,53.6833,8.8833,3.13,93,100,2.57,DE,1673916554
202,airai,-8.9266,125.4092,21.85,66,59,1.18,TL,1673916262
203,anadyr,64.75,177.4833,-21.72,71,0,7.0,RU,1673916555
204,bodden town,19.2833,-81.25,23.0,64,20,3.6,KY,1673916555
205,pasighat,28.0667,95.3333,12.88,75,66,0.79,IN,1673916556
206,placido de castro,-10.3353,-67.1856,22.22,96,100,0.09,BR,1673916557
207,ojuelos de jalisco,21.8667,-101.5833,14.21,17,100,3.52,MX,1673916557
208,la ligua,-32.4524,-71.2311,17.0,74,14,1.72,CL,1673916558
209,souillac,-20.5167,57.5167,25.21,78,40,7.2,MU,1673916558
210,kamina,-8.7386,24.9906,17.41,99,100,2.13,CD,1673916558
211,puerto ayacucho,5.6639,-67.6236,26.5,75,100,1.67,VE,1673916559
212,oster,50.9506,30.8823,1.91,93,100,8.25,UA,1673916560
213,aklavik,68.2191,-135.0107,-28.77,100,91,1.59,CA,1673916560
214,bilma,18.6853,12.9164,15.56,27,18,3.36,NE,1673916561
215,kyra,49.5776,111.9753,-24.48,85,38,1.7,RU,1673916561
216,port hardy,50.6996,-127.4199,7.1,100,100,2.57,CA,1673916407
217,nikolskoye,59.7035,30.7861,1.77,94,100,3.65,RU,1673916537
218,merauke,-8.4667,140.3333,28.54,73,100,3.07,ID,1673916563
219,chuy,-33.6971,-53.4616,20.05,78,0,3.99,UY,1673916563
220,agadir,30.4202,-9.5982,10.25,76,0,2.52,MA,1673916563
221,kyshtovka,56.555,76.6271,-13.16,96,100,3.72,RU,1673916564
222,labuhan,-6.8844,112.2051,26.68,80,100,2.62,ID,1673916564
223,azua,18.4532,-70.7349,19.48,71,0,2.76,DO,1673916301
224,bandarbeyla,9.4942,50.8122,23.47,77,66,6.65,SO,1673916316
225,orsha,54.5153,30.4053,-0.22,98,100,5.89,BY,1673916565
226,saint george,37.1041,-113.5841,9.29,73,0,3.09,US,1673916566
227,lugovoy,42.9472,72.7644,-14.99,82,4,0.9,KZ,1673916566
228,champerico,14.3,-91.9167,29.3,72,5,3.92,GT,1673916488
229,clyde river,70.4692,-68.5914,-22.87,77,100,4.63,CA,1673916217
230,dabat,12.9842,37.765,10.37,74,4,2.08,ET,1673916569
231,te anau,-45.4167,167.7167,22.1,44,4,1.5,NZ,1673916569
232,oksovskiy,62.6062,39.8984,-3.59,91,95,5.65,RU,1673916570
233,margate,51.3813,1.3862,-1.13,78,92,1.34,GB,1673916392
234,narsaq,60.9167,-46.05,-16.88,65,21,5.19,GL,1673916570
235,kieta,-6.2167,155.6333,28.65,76,73,1.9,PG,1673916234
236,kyrksaeterora,63.2906,9.0891,-8.38,87,100,3.07,NO,1673916571
237,ponta do sol,32.6667,-17.1,15.98,71,39,2.15,PT,1673916572
238,sechura,-5.5569,-80.8222,22.53,68,57,6.18,PE,1673916572
239,nishihara,26.1842,127.7558,17.59,64,75,2.57,JP,1673916572
240,torbay,47.6666,-52.7314,6.39,98,100,5.66,CA,1673916378
241,hervey bay,-25.2986,152.8535,22.79,93,100,5.36,AU,1673916574
242,namibe,-15.1961,12.1522,23.2,78,96,2.44,AO,1673916575
243,kamenka,51.3223,42.7678,-4.82,95,100,4.67,RU,1673916575
244,merzifon,40.8733,35.4631,-4.3,93,6,0.0,TR,1673916576
245,macusani,-14.0833,-70.4333,3.27,81,100,2.78,PE,1673916576
246,maumere,-8.6199,122.2111,28.34,71,88,0.5,ID,1673916577
247,redmond,47.674,-122.1215,8.29,79,67,1.34,US,1673916106
248,joaima,-16.6542,-41.0306,20.59,96,85,0.87,BR,1673916578
249,bonavista,48.6499,-53.1147,2.61,99,100,9.25,CA,1673916578
250,srednekolymsk,67.45,153.6833,-43.92,99,70,2.36,RU,1673916579
251,coffs harbour,-30.3,153.1333,25.98,65,40,3.09,AU,1673916579
252,troy,42.6056,-83.1499,1.37,89,100,3.09,US,1673916572
253,nacozari,25.3366,-108.2574,20.03,69,0,3.38,MX,1673916580
254,luderitz,-26.6481,15.1594,19.21,85,100,2.74,NA,1673916581
255,lorengau,-2.0226,147.2712,28.39,73,100,1.89,PG,1673916581
256,yulara,-25.2406,130.9889,34.52,27,0,3.72,AU,1673916436
257,madang,-5.2246,145.7966,29.92,62,100,1.2,PG,1673916582
258,mezen,65.8522,44.24,-5.36,90,100,6.42,RU,1673916583
259,pirai do sul,-24.5261,-49.9486,18.46,98,100,0.09,BR,1673916297
260,dali,25.7,100.1833,3.17,62,0,1.33,CN,1673916583
261,kachug,53.9606,105.8817,-17.92,99,100,1.4,RU,1673916584
262,gravdal,68.1214,13.5031,2.64,78,100,3.67,NO,1673916584
263,marjamaa,58.9039,24.4306,0.09,95,41,2.97,EE,1673916585
264,dingle,10.9995,122.6711,26.7,86,63,3.23,PH,1673916392
265,isangel,-19.55,169.2667,27.9,61,100,4.9,VU,1673916585
266,laguna,38.421,-121.4238,11.77,66,0,2.06,US,1673916361
267,handan,36.6006,114.4678,-1.25,46,60,1.55,CN,1673916586
268,oistins,13.0667,-59.5333,24.78,78,4,5.06,BB,1673916466
269,butaritari,3.0707,172.7902,27.14,79,15,6.68,KI,1673916233
270,victoria point,-27.5833,153.3,27.6,62,97,2.68,AU,1673916586
271,rio gallegos,-51.6226,-69.2181,16.03,29,0,7.2,AR,1673916587
272,araouane,18.9048,-3.5265,19.02,17,41,3.76,ML,1673916588
273,san cristobal,7.7669,-72.225,20.1,93,65,1.29,VE,1673916485
274,kiama,-34.6833,150.8667,28.27,62,1,5.47,AU,1673916212
275,tigil,57.8,158.6667,-14.87,87,100,1.53,RU,1673916588
276,norman wells,65.282,-126.8329,-15.98,78,100,3.6,CA,1673916212
277,sasovo,54.3537,41.9199,-7.89,94,100,4.51,RU,1673916589
278,sitka,57.0531,-135.33,5.94,70,100,6.69,US,1673916564
279,vardo,70.3705,31.1107,1.99,87,100,9.26,NO,1673916236
280,kamloops,50.6665,-120.3192,2.7,84,75,1.03,CA,1673916591
281,sembakung,3.8167,117.25,26.56,85,23,0.74,ID,1673916591
282,bakchar,57.0186,82.0711,-9.0,93,100,4.06,RU,1673916592
283,luganville,-15.5333,167.1667,29.72,69,96,1.62,VU,1673916487
284,naze,28.3667,129.4833,13.51,64,50,5.07,JP,1673916592
285,altamont,42.2068,-121.7372,2.6,67,0,5.66,US,1673916593
286,fortuna,40.5982,-124.1573,9.36,80,75,5.14,US,1673916593
287,pouembout,-21.1333,164.9,27.5,66,100,2.92,NC,1673916593
288,bahia honda,22.9036,-83.1592,17.31,57,0,2.1,CU,1673916594
289,santiago del estero,-27.7951,-64.2615,28.78,31,64,4.75,AR,1673916595
290,cagbang,10.7,122.4989,26.76,85,64,5.16,PH,1673916596
291,hualmay,-11.0964,-77.6139,21.36,77,93,3.99,PE,1673916597
292,villa rica,33.7321,-84.9191,11.37,63,100,3.09,US,1673916598
293,hami,42.8,93.45,-11.16,45,0,2.23,CN,1673916536
294,quang ngai,15.1167,108.8,19.68,92,100,3.22,VN,1673916599
295,deputatskiy,69.3,139.9,-35.5,100,100,0.41,RU,1673916599
296,arandis,-22.4167,14.9667,22.68,66,100,2.58,NA,1673916599
297,nome,64.5011,-165.4064,-6.96,79,100,9.77,US,1673916163
298,nago,26.5881,127.9761,16.24,75,95,5.36,JP,1673916600
299,qinzhou,21.95,108.6167,7.23,58,100,5.85,CN,1673916601
300,tamandare,-8.7597,-35.1047,25.14,81,100,2.48,BR,1673916601
301,bethel,41.3712,-73.414,0.64,56,0,1.54,US,1673916339
302,sao joao da barra,-21.6403,-41.0511,26.05,88,0,7.33,BR,1673916585
303,aksarayskiy,46.7924,48.0119,-7.5,69,0,3.38,RU,1673916602
304,egvekinot,66.3167,-179.1667,-29.23,84,65,8.26,RU,1673916603
305,kudahuvadhoo,2.6708,72.8944,25.9,74,41,1.35,MV,1673916603
306,ranot,7.7777,100.3213,25.64,69,49,2.12,TH,1673916603
307,cadillac,44.2519,-85.4012,0.95,93,100,4.63,US,1673916435
308,ogulin,45.2661,15.2286,6.56,79,34,7.54,HR,1673916604
309,namatanai,-3.6667,152.4333,28.7,71,100,2.3,PG,1673916312
310,padang,-0.9492,100.3543,25.72,80,97,1.79,ID,1673916394
311,hailar,49.2,119.7,-24.12,92,65,5.04,CN,1673916520
312,port-cartier,50.0334,-66.8654,-4.7,94,100,4.19,CA,1673916606
313,uige,-7.6087,15.0613,19.14,95,100,0.74,AO,1673916606
314,macau,22.2006,113.5461,9.85,81,40,8.75,MO,1673916606
315,ciawi,-7.5117,107.9767,21.86,84,97,0.99,ID,1673916607
316,ixtapa,20.7,-105.2,22.57,73,75,3.09,MX,1673916607
317,great falls,47.5002,-111.3008,1.96,86,75,3.6,US,1673916554
318,otanche,5.6567,-74.1825,18.86,96,53,0.92,CO,1673916608
319,hasaki,35.7333,140.8333,3.28,50,97,2.92,JP,1673916465
320,huarmey,-10.0681,-78.1522,21.35,75,100,2.78,PE,1673916609
321,eruwa,7.5333,3.4167,24.31,34,5,0.49,NG,1673916609
322,vermilion,40.1667,-87.7506,10.18,92,100,6.69,US,1673916610
323,aquin,18.2833,-73.4,20.84,80,0,2.93,HT,1673916611
324,sao filipe,14.8961,-24.4956,24.42,66,100,3.36,CV,1673916355
325,leningradskiy,69.3833,178.4167,-34.93,96,10,1.96,RU,1673916305
326,verkh-neyvinskiy,57.2701,60.1376,-15.48,80,0,2.64,RU,1673916612
327,nemuro,43.3236,145.575,-5.67,64,53,4.3,JP,1673916577
328,palmerston,-12.486,130.9833,30.27,75,75,3.09,AU,1673916612
329,lebu,-37.6167,-73.65,13.15,87,0,6.59,CL,1673916372
330,toppenish,46.3774,-120.3087,6.77,73,66,0.54,US,1673916554
331,jalu,29.0331,21.5482,12.27,63,0,2.55,LY,1673916614
332,lavrentiya,65.5833,-171.0,-26.13,88,99,6.4,RU,1673916496
333,dogondoutchi,13.6393,4.0287,18.83,19,100,4.82,NE,1673916614
334,lapao,-11.3833,-41.8319,19.54,75,4,4.53,BR,1673916615
335,lappeenranta,61.0587,28.1887,1.84,90,75,3.6,FI,1673916615
336,uyuni,-20.4597,-66.825,10.71,57,28,10.15,BO,1673916616
337,ushtobe,45.2514,77.9838,-18.43,86,1,1.46,KZ,1673916616
338,vostok,46.4856,135.8833,-21.77,89,83,1.61,RU,1673916617
339,alihe,50.5667,123.7167,-28.07,94,39,1.11,CN,1673916618
340,salym,60.0625,71.4789,-11.79,95,99,3.17,RU,1673916618
341,zabaykalsk,49.6333,117.3167,-23.23,92,12,5.93,RU,1673916619
342,esmeraldas,-19.7625,-44.3139,24.33,86,0,2.54,BR,1673916576
343,zaysan,47.4667,84.8667,-19.74,98,100,0.34,KZ,1673916619
344,faanui,-16.4833,-151.75,27.76,55,86,6.88,PF,1673916293
345,saint-pierre,-21.3393,55.4781,23.66,69,0,3.09,RE,1673916620
346,beinamar,8.6698,15.3813,21.26,25,92,2.07,TD,1673916621
347,victor harbor,-35.5667,138.6167,29.44,47,100,0.89,AU,1673916621
348,auki,-8.7676,160.7034,30.39,63,100,2.56,SB,1673916541
349,ambilobe,-13.2,49.05,21.86,95,100,1.39,MG,1673916622
350,binzhou,37.3667,118.0167,-2.9,58,100,3.4,CN,1673916623
351,bambous virieux,-20.3428,57.7575,25.14,78,40,7.2,MU,1673916477
352,hofn,64.2539,-15.2082,-0.12,60,100,9.58,IS,1673916624
353,meulaboh,4.1363,96.1285,23.53,88,100,2.88,ID,1673916508
354,mangan,27.5167,88.5333,9.18,46,7,1.86,IN,1673916624
355,shieli,44.1667,66.75,-5.87,46,0,4.79,KZ,1673916625
356,oltu,40.5498,42.0013,-0.39,77,99,1.92,TR,1673916626
357,borjomi,41.8527,43.4128,-0.34,77,33,2.41,GE,1673916626
358,xushan,30.1764,121.2457,1.96,49,9,3.12,CN,1673916627
359,mahebourg,-20.4081,57.7,25.16,78,40,7.2,MU,1673916209
360,bhum,18.4667,75.6667,17.67,46,0,2.08,IN,1673916628
361,catamarca,-28.4696,-65.7852,28.92,42,61,5.22,AR,1673916629
362,lake wales,27.9014,-81.5859,11.52,76,0,0.0,US,1673916070
363,nizhniy kuranakh,58.8353,125.4869,-39.69,98,100,0.79,RU,1673916629
364,mehamn,71.0357,27.8492,0.97,80,40,1.54,NO,1673916630
365,bubaque,11.2833,-15.8333,25.25,72,98,4.57,GW,1673916630
366,coihaique,-45.5752,-72.0662,15.97,59,99,1.54,CL,1673916398
367,dzaoudzi,-12.7887,45.2699,25.94,89,0,2.06,YT,1673916277
368,sumenep,-7.0167,113.8667,27.02,78,100,2.97,ID,1673916631
369,sorong,-0.8833,131.25,28.34,74,100,1.84,ID,1673916631
370,taphan hin,16.2209,100.4198,23.31,89,5,1.82,TH,1673916632
371,yuanping,38.7153,112.7575,-8.79,56,0,4.07,CN,1673916632
372,blackwater,-23.5833,148.8833,21.69,81,100,7.49,AU,1673916633
373,sinnamary,5.3833,-52.95,24.5,88,100,4.58,GF,1673916634
374,townsville,-19.25,146.8,26.49,89,75,2.57,AU,1673916634
375,rio grande,-32.035,-52.0986,22.06,80,0,5.21,BR,1673916635
376,tommot,58.9564,126.2925,-39.75,98,100,0.63,RU,1673916635
377,kursumlija,43.1458,21.2686,5.66,91,100,2.71,RS,1673916635
378,severo-kurilsk,50.6789,156.125,-5.33,62,98,5.59,RU,1673916392
379,lensk,60.7253,114.9278,-41.43,97,100,1.49,RU,1673916636
380,mbeya,-8.9,33.45,14.1,93,93,1.41,TZ,1673916637
381,joensuu,62.6012,29.7632,1.27,75,100,6.69,FI,1673916383
382,iquitos,-3.7481,-73.2472,24.02,88,75,0.0,PE,1673916637
383,bengkulu,-3.8004,102.2655,25.32,83,87,1.56,ID,1673916414
384,malyye derbety,47.9547,44.6808,-6.33,90,11,3.43,RU,1673916638
385,moose factory,51.2585,-80.6094,0.99,51,100,1.03,CA,1673916638
386,qaqortoq,60.7167,-46.0333,-20.96,68,21,5.22,GL,1673916371
387,kismayo,-0.3582,42.5454,24.38,82,4,6.52,SO,1673916641
